collect_time,2149051_送风温度001,2149052_送风温度001,2149053_送风温度001,2149054_送风温度001,2149055_送风温度001,2149056_送风温度001,2149057_送风温度001,2149058_送风温度001,2149059_送风温度001,2149060_送风温度001,2149061_送风温度001,2149062_送风温度001,2149063_送风温度001,2149064_送风温度001,2149065_送风温度001,2149066_送风温度001,2149067_送风温度001,2149068_送风温度001,2149069_送风温度001,2149070_送风温度001,2157521_冷通道温度,2157522_冷通道温度,2157523_冷通道温度,2157524_冷通道温度,2157525_冷通道温度,2157526_冷通道温度,2157527_冷通道温度,2157528_冷通道温度,2157529_冷通道温度,2157530_冷通道温度,2157531_冷通道温度,2157532_冷通道温度,2157533_冷通道温度,2157534_冷通道温度,2157535_冷通道温度,2157536_冷通道温度,2157537_冷通道温度,2157538_冷通道温度
2023-05-18 14:36:40,24.9,23.9,24.1,25.1,24.9,23.9,24.3000011,24.2,24.2,24.7,24.7,24.3000011,24.0,24.1,24.2,24.2,23.9,24.0,24.0,24.2,23.876873,23.7814827,23.4952965,23.5270958,24.1312637,24.8626328,24.44925,23.9086723,24.1948624,23.8450813,23.6542854,24.5446472,24.163063,24.7990341,24.9262238,24.4810486,24.5446472,24.8626328
2023-05-18 14:36:50,25.1,24.0,24.5,25.1,24.9,23.9,24.3000011,24.4,24.2,24.7,24.7,24.3000011,24.0,24.1,24.0,24.2,23.9,24.0,24.0,24.2,23.876873,23.7814827,23.4952965,23.5270958,24.1312637,24.8626328,24.44925,23.9086723,24.1948624,23.8450813,23.6542854,24.5446472,24.163063,24.8626328,24.9262238,24.4810486,24.5446472,24.9262238
2023-05-18 14:37:00,25.1,24.0,24.5,25.1,24.9,23.9,24.3000011,24.4,24.2,24.7,24.7,24.3000011,24.0,24.1,24.0,24.2,23.9,24.0,24.0,24.2,23.876873,23.7814827,23.4952965,23.5270958,24.1312637,24.8626328,24.44925,24.0040665,24.1948624,23.813282,23.6542854,24.5446472,24.163063,24.8626328,24.9262238,24.4810486,24.6082382,24.9262238
2023-05-18 14:37:10,25.1,24.0,24.5,25.1,25.3000011,23.9,24.3000011,24.4,24.2,24.7,24.7,24.3000011,24.0,24.1,24.0,24.2,23.9,24.2,24.0,24.2,23.9086723,23.813282,23.4952965,23.5270958,24.2584534,24.8626328,24.44925,24.0040665,24.1948624,23.813282,23.6542854,24.5446472,24.1948624,24.8626328,24.9262238,24.4810486,24.6082382,24.9262238
2023-05-18 14:37:20,25.1,24.0,24.5,25.1,25.3000011,24.6,24.7,24.4,24.2,24.7,24.7,24.3000011,24.0,24.1,24.0,24.2,23.9,24.2,24.0,24.2,23.9086723,23.813282,23.4952965,23.5270958,24.2584534,24.8626328,24.44925,24.0040665,24.1948624,23.813282,23.6542854,24.5446472,24.1948624,24.8626328,24.9262238,24.4810486,24.6082382,24.9262238
2023-05-18 14:37:30,25.1,24.0,24.5,25.1,25.3000011,24.6,24.7,24.4,24.2,24.7,24.7,24.3000011,24.4,24.1,24.0,24.1,23.9,24.2,24.0,24.2,23.9086723,23.813282,23.4952965,23.5270958,24.2584534,24.9580231,24.44925,24.0040665,24.322052,23.813282,23.6542854,24.5446472,24.1948624,24.8626328,24.9262238,24.4810486,24.6082382,24.9262238
2023-05-18 14:37:40,25.1,24.0,24.5,25.0,25.3000011,24.6,24.7,24.6,24.2,24.7,24.7,24.3000011,24.4,24.1,24.0,24.1,23.9,24.2,24.0,24.2,23.9086723,23.813282,23.6224861,23.5270958,24.2584534,24.9580231,24.44925,24.0040665,24.322052,23.813282,23.6542854,24.6082382,24.1948624,24.8626328,24.9262238,24.4810486,24.6082382,24.9262238
2023-05-18 14:37:50,25.1,24.0,24.5,25.0,25.3000011,24.6,24.7,24.6,24.4,24.7,24.7,24.3000011,24.4,24.1,24.0,24.1,23.9,24.2,24.0,24.2,23.9086723,23.813282,23.6224861,23.5270958,24.2584534,24.9580231,24.44925,24.0040665,24.322052,23.813282,23.6542854,24.6082382,24.1948624,24.8626328,24.9262238,24.4810486,24.6082382,24.8944321
2023-05-18 14:38:00,25.1,24.0,24.5,25.0,25.3000011,24.6,24.7,24.6,24.4,24.7,24.7,24.3000011,24.4,24.1,24.0,24.1,23.9,24.2,24.0,24.2,23.9086723,23.813282,23.6224861,23.5270958,24.2584534,24.9580231,24.44925,24.0040665,24.322052,23.813282,23.876873,24.6082382,24.1948624,24.8626328,24.9262238,24.4810486,24.6082382,24.8944321
2023-05-18 14:38:10,25.1,24.0,24.5,25.0,25.2,24.6,24.7,24.6,24.4,24.7,24.7,24.3000011,24.4,24.1,24.0,24.1,23.9,24.2,24.0,24.4,23.972271,23.876873,23.6224861,23.5270958,24.2902527,24.9580231,24.44925,24.0040665,24.322052,23.813282,23.876873,24.6082382,24.3538513,24.8626328,24.9262238,24.4810486,24.6082382,24.8944321
