collect_time,2149051_送风温度001,2149052_送风温度001,2149053_送风温度001,2149054_送风温度001,2149055_送风温度001,2149056_送风温度001,2149057_送风温度001,2149058_送风温度001,2149059_送风温度001,2149060_送风温度001,2149061_送风温度001,2149062_送风温度001,2149063_送风温度001,2149064_送风温度001,2149065_送风温度001,2149066_送风温度001,2149067_送风温度001,2149068_送风温度001,2149069_送风温度001,2149070_送风温度001,2157521_冷通道温度,2157522_冷通道温度,2157523_冷通道温度,2157524_冷通道温度,2157525_冷通道温度,2157526_冷通道温度,2157527_冷通道温度,2157528_冷通道温度,2157529_冷通道温度,2157530_冷通道温度,2157531_冷通道温度,2157532_冷通道温度,2157533_冷通道温度,2157534_冷通道温度,2157535_冷通道温度,2157536_冷通道温度,2157537_冷通道温度,2157538_冷通道温度
2023-05-23 15:34:20,25.0,24.2,24.0,24.9,24.9,24.1,24.2,24.0,24.2,24.8000011,25.2,24.1,24.1,24.0,24.0,24.0,24.3000011,24.2,24.3000011,24.6,24.0358658,23.9404716,23.6542854,23.6860847,24.0676651,25.3396072,24.5128479,24.0676651,24.322052,23.813282,23.6860847,24.6082382,24.2266541,24.7036362,24.5446472,24.1948624,24.322052,24.2584534
2023-05-23 15:34:30,25.0,24.3000011,24.0,24.9,24.9,24.1,24.2,24.0,24.2,24.8000011,25.2,24.1,24.1,24.0,24.0,24.0,24.3000011,24.2,24.3000011,24.6,24.0358658,23.9404716,23.6542854,23.6860847,24.0676651,25.3396072,24.5128479,24.0676651,24.322052,23.813282,23.6860847,24.6082382,24.2266541,24.7036362,24.5446472,24.1948624,24.322052,24.2584534
2023-05-23 15:34:40,25.0,24.3000011,24.0,24.9,24.9,24.1,24.2,24.0,24.2,24.8000011,25.2,24.1,24.1,24.0,24.0,24.0,24.3000011,24.2,24.3000011,24.6,24.0358658,23.9404716,23.6542854,23.6860847,24.0676651,25.3396072,24.5128479,24.0676651,24.322052,23.8450813,23.6860847,24.6082382,24.2266541,24.7036362,24.5446472,24.1948624,24.322052,24.2584534
2023-05-23 15:34:50,25.0,24.3000011,24.0,24.9,24.9,24.1,24.2,24.0,24.2,24.8000011,25.2,24.1,24.1,24.0,24.0,24.0,24.3000011,24.2,24.3000011,24.6,24.0358658,23.9404716,23.6542854,23.6860847,24.0676651,25.3396072,24.5128479,24.0676651,24.322052,23.8450813,23.6860847,24.6082382,24.2266541,24.7036362,24.5446472,24.1948624,24.322052,24.2584534
2023-05-23 15:35:00,25.0,24.3000011,24.0,24.9,24.9,24.1,24.2,24.0,24.2,24.8000011,25.2,24.1,24.1,24.0,24.0,24.0,24.3000011,24.2,24.3000011,24.6,24.0358658,23.9404716,23.6542854,23.6860847,24.0676651,25.3396072,24.5128479,24.0676651,24.322052,23.8450813,23.6860847,24.6082382,24.2584534,24.7036362,24.5128479,24.1948624,24.322052,24.2584534
2023-05-23 15:35:10,25.0,24.3000011,24.0,24.9,24.9,24.1,24.2,24.0,24.2,24.8000011,25.2,24.1,24.1,24.0,24.0,24.0,24.3000011,24.2,24.3000011,24.6,24.0358658,23.9404716,23.6542854,23.6860847,24.0676651,25.3396072,24.5128479,24.0676651,24.322052,23.8450813,23.6860847,24.6082382,24.2584534,24.7036362,24.5128479,24.2266541,24.322052,24.2584534
2023-05-23 15:35:20,25.0,24.3000011,24.0,24.9,24.9,24.1,24.2,24.0,24.2,24.8000011,25.2,24.1,24.1,24.0,24.0,24.0,24.3000011,24.2,24.3000011,24.6,24.0358658,23.9404716,23.6542854,23.6860847,24.0676651,25.3078079,24.5128479,24.0676651,24.322052,23.8450813,23.6860847,24.6082382,24.2584534,24.7036362,24.5128479,24.2266541,24.322052,24.2584534
2023-05-23 15:35:30,25.0,24.3000011,24.0,24.9,24.9,24.1,24.2,24.0,24.2,24.8000011,25.2,24.1,24.1,24.0,24.0,24.0,24.3000011,24.2,24.3000011,24.6,24.0358658,23.9404716,23.6542854,23.6860847,24.0676651,25.3078079,24.5128479,24.0994644,24.322052,23.8450813,23.7178841,24.6082382,24.2584534,24.7672348,24.5128479,24.2266541,24.322052,24.2584534
2023-05-23 15:35:40,25.0,24.3000011,24.0,24.9,24.9,24.1,24.2,24.0,24.2,24.8000011,25.2,24.1,24.1,24.0,24.0,24.0,24.3000011,24.2,24.3000011,24.6,24.0358658,23.9404716,23.6542854,23.6860847,24.0676651,25.3078079,24.5128479,24.0994644,24.322052,23.876873,23.7178841,24.6082382,24.2584534,24.7672348,24.5128479,24.2266541,24.322052,24.2584534
2023-05-23 15:35:50,25.0,24.3000011,24.0,24.9,24.9,24.2,24.2,24.0,24.2,24.8000011,25.2,24.1,24.1,24.0,24.0,24.0,24.3000011,24.2,24.3000011,24.6,24.0358658,23.9404716,23.6542854,23.6860847,24.0676651,25.3078079,24.5128479,24.0994644,24.322052,23.876873,23.7178841,24.6082382,24.2584534,24.7672348,24.5128479,24.2266541,24.322052,24.2584534
2023-05-23 15:36:00,25.0,24.3000011,24.0,24.9,24.9,24.2,24.2,24.0,24.2,24.8000011,25.2,24.1,24.2,24.0,24.0,24.0,24.3000011,24.2,24.3000011,24.6,24.0358658,23.9404716,23.6542854,23.6860847,24.0676651,25.3714066,24.5128479,24.0994644,24.38565,23.876873,23.7178841,24.6082382,24.2584534,24.7672348,24.5128479,24.2266541,24.322052,24.2584534
2023-05-23 15:36:10,25.1,24.3000011,24.0,24.9,24.9,24.2,24.2,24.0,24.2,24.8000011,25.2,24.1,24.2,24.0,24.0,24.0,24.3000011,24.2,24.3000011,24.6,24.0358658,23.9404716,23.6542854,23.6860847,24.0676651,25.3714066,24.5128479,24.0994644,24.38565,23.876873,23.7178841,24.6400375,24.2584534,24.7672348,24.5128479,24.2266541,24.322052,24.2584534
2023-05-23 15:36:20,25.1,24.3000011,24.0,24.9,24.9,24.2,24.2,24.0,24.2,24.8000011,25.2,24.1,24.2,24.0,24.0,24.0,24.3000011,24.2,24.3000011,24.6,24.0358658,23.9404716,23.6542854,23.6860847,24.0676651,25.3714066,24.5128479,24.0994644,24.38565,23.876873,23.7178841,24.6400375,24.2584534,24.7672348,24.5128479,24.2266541,24.322052,24.2584534
2023-05-23 15:36:30,25.1,24.3000011,24.0,24.9,24.9,24.2,24.2,24.0,24.2,24.8000011,25.2,24.1,24.2,24.0,24.0,24.0,24.3000011,24.2,24.3000011,24.6,24.0676651,23.9404716,23.6542854,23.6860847,24.0676651,25.3714066,24.5128479,24.0994644,24.38565,23.876873,23.7178841,24.6400375,24.2584534,24.7672348,24.5128479,24.2266541,24.322052,24.2584534
2023-05-23 15:36:40,25.1,24.3000011,24.0,24.9,24.9,24.2,24.2,24.0,24.2,24.8000011,25.2,24.1,24.2,24.1,24.0,24.0,24.3000011,24.2,24.3000011,24.6,24.0676651,23.9404716,23.6542854,23.6860847,24.0676651,25.3714066,24.5128479,24.0994644,24.38565,23.876873,23.7178841,24.6400375,24.2584534,24.7672348,24.6082382,24.2266541,24.322052,24.2584534
2023-05-23 15:36:50,25.1,24.3000011,24.0,24.9,24.9,24.2,24.2,24.0,24.2,24.8000011,25.2,24.1,24.2,24.1,24.0,24.0,24.3000011,24.2,24.3000011,24.6,24.0676651,23.9404716,23.6542854,23.6860847,24.0676651,25.4032059,24.5128479,24.0994644,24.41745,23.876873,23.7178841,24.6400375,24.2584534,24.7672348,24.6082382,24.2266541,24.322052,24.2584534
2023-05-23 15:37:00,25.1,24.3000011,24.0,24.9,24.9,24.2,24.2,24.0,24.2,24.8000011,25.2,24.1,24.2,24.1,24.0,24.0,24.3000011,24.2,24.3000011,24.6,24.0676651,23.9404716,23.6542854,23.6860847,24.0676651,25.4032059,24.5128479,24.0994644,24.41745,23.876873,23.7178841,24.7036362,24.2584534,24.8626328,24.6082382,24.2266541,24.322052,24.2584534
