collect_time,2149051_送风温度001,2149052_送风温度001,2149053_送风温度001,2149054_送风温度001,2149055_送风温度001,2149056_送风温度001,2149057_送风温度001,2149058_送风温度001,2149059_送风温度001,2149060_送风温度001,2149061_送风温度001,2149062_送风温度001,2149063_送风温度001,2149064_送风温度001,2149065_送风温度001,2149066_送风温度001,2149067_送风温度001,2149068_送风温度001,2149069_送风温度001,2149070_送风温度001,2157521_冷通道温度,2157522_冷通道温度,2157523_冷通道温度,2157524_冷通道温度,2157525_冷通道温度,2157526_冷通道温度,2157527_冷通道温度,2157528_冷通道温度,2157529_冷通道温度,2157530_冷通道温度,2157531_冷通道温度,2157532_冷通道温度,2157533_冷通道温度,2157534_冷通道温度,2157535_冷通道温度,2157536_冷通道温度,2157537_冷通道温度,2157538_冷通道温度
2023-05-09 13:50:10,24.8000011,24.2,24.0,24.9,24.8000011,24.2,24.3000011,24.0,23.9,24.8000011,25.2,23.6,24.3000011,24.3000011,24.3000011,24.2,23.6,23.7,24.1,24.3000011,24.1948624,24.0040665,23.7496834,23.7178841,24.2902527,24.9898224,24.5446472,24.2902527,24.5446472,24.38565,23.6860847,24.4810486,24.2902527,25.24421,25.3078079,24.41745,24.2266541,24.6082382
2023-05-09 13:50:20,24.8000011,24.2,24.0,24.9,24.8000011,24.2,24.3000011,24.0,23.9,24.8000011,25.2,23.6,24.3000011,24.3000011,24.3000011,24.2,23.6,23.7,24.1,24.3000011,24.1948624,24.0040665,23.7496834,23.7178841,24.2902527,24.9898224,24.5446472,24.2902527,24.5446472,24.38565,23.6860847,24.4810486,24.2902527,25.24421,25.3078079,24.41745,24.2266541,24.6082382
2023-05-09 13:50:30,24.8000011,24.2,24.0,24.9,24.8000011,24.2,24.4,24.0,23.9,24.8000011,25.2,23.6,24.3000011,24.3000011,24.3000011,24.2,23.6,23.7,24.1,24.3000011,24.1948624,24.0040665,23.7496834,23.7178841,24.2902527,24.9898224,24.5446472,24.2902527,24.5446472,24.38565,23.6860847,24.4810486,24.2902527,25.24421,25.3078079,24.41745,24.2266541,24.6082382
2023-05-09 13:50:40,24.8000011,24.2,24.0,24.9,24.8000011,24.2,24.4,24.0,23.9,24.8000011,25.2,23.6,24.4,24.3000011,24.3000011,24.2,23.6,23.7,24.1,24.3000011,24.1948624,24.0040665,23.7496834,23.7178841,24.2902527,24.9898224,24.5446472,24.2902527,24.5446472,24.38565,23.6860847,24.4810486,24.2902527,25.24421,25.3078079,24.41745,24.2266541,24.6082382
2023-05-09 13:50:50,24.8000011,24.2,24.0,24.9,24.8000011,24.2,24.4,24.0,23.9,24.8000011,25.2,23.5,24.4,24.3000011,24.3000011,24.2,23.7,23.7,24.1,24.3000011,24.1948624,24.0040665,23.7496834,23.7178841,24.2902527,24.9898224,24.5446472,24.2902527,24.5446472,24.38565,23.6860847,24.4810486,24.2902527,25.24421,25.3078079,24.41745,24.2266541,24.6082382
2023-05-09 13:51:00,24.8000011,24.1,24.0,24.9,24.8000011,24.2,24.4,24.0,23.9,24.8000011,25.2,23.5,24.4,24.3000011,24.3000011,24.2,23.7,23.7,24.1,24.3000011,24.1948624,24.0040665,23.7496834,23.7178841,24.2902527,24.9898224,24.5446472,24.2584534,24.5446472,24.38565,23.813282,24.4810486,24.2902527,25.2760086,25.3078079,24.41745,24.2266541,24.6082382
2023-05-09 13:51:10,24.8000011,24.1,24.0,24.9,24.8000011,24.2,24.4,24.0,23.9,24.8000011,25.2,23.5,24.4,24.3000011,24.3000011,24.2,23.7,23.8000011,24.1,24.1,24.1948624,24.0358658,23.7496834,23.7178841,24.2902527,24.9898224,24.5446472,24.2584534,24.5446472,24.38565,23.813282,24.4810486,24.2902527,25.2760086,25.3078079,24.41745,24.2266541,24.6082382
2023-05-09 13:51:20,24.8000011,24.1,24.0,24.9,24.8000011,24.2,24.4,24.0,23.9,24.8000011,25.2,23.5,24.4,24.3000011,24.3000011,24.2,23.7,23.8000011,24.1,24.1,24.1948624,24.0358658,23.7496834,23.7496834,24.2902527,24.9898224,24.5446472,24.2584534,24.5446472,24.38565,23.813282,24.4810486,24.2266541,25.2760086,25.3078079,24.41745,24.2266541,24.6082382
2023-05-09 13:51:30,24.8000011,24.1,24.0,24.9,24.8000011,24.2,24.4,24.0,23.9,24.8000011,25.2,23.5,24.4,24.3000011,24.3000011,24.2,23.7,23.8000011,24.1,24.1,24.1948624,24.0358658,23.7496834,23.7496834,24.2902527,24.9898224,24.5446472,24.2584534,24.5446472,24.38565,23.813282,24.4810486,24.2266541,25.2760086,25.3078079,24.41745,24.2266541,24.6082382
2023-05-09 13:51:40,24.8000011,24.1,24.1,24.9,24.8000011,24.2,24.4,24.0,23.9,24.8000011,25.2,23.7,24.4,24.3000011,24.3000011,24.2,23.7,23.8000011,24.1,24.1,24.1948624,24.0358658,23.7496834,23.7496834,24.2902527,24.9898224,24.5446472,24.2584534,24.5446472,24.38565,23.813282,24.4810486,24.2266541,25.2760086,25.3078079,24.41745,24.2266541,24.5446472
