collect_time,2149051_送风温度001,2149052_送风温度001,2149053_送风温度001,2149054_送风温度001,2149055_送风温度001,2149056_送风温度001,2149057_送风温度001,2149058_送风温度001,2149059_送风温度001,2149060_送风温度001,2149061_送风温度001,2149062_送风温度001,2149063_送风温度001,2149064_送风温度001,2149065_送风温度001,2149066_送风温度001,2149067_送风温度001,2149068_送风温度001,2149069_送风温度001,2149070_送风温度001,2157521_冷通道温度,2157522_冷通道温度,2157523_冷通道温度,2157524_冷通道温度,2157525_冷通道温度,2157526_冷通道温度,2157527_冷通道温度,2157528_冷通道温度,2157529_冷通道温度,2157530_冷通道温度,2157531_冷通道温度,2157532_冷通道温度,2157533_冷通道温度,2157534_冷通道温度,2157535_冷通道温度,2157536_冷通道温度,2157537_冷通道温度,2157538_冷通道温度
2023-05-16 09:21:20,25.1,24.3000011,24.3000011,24.8000011,24.8000011,24.0,23.9,24.3000011,23.9,24.5,25.1,23.9,24.1,23.9,24.4,24.0,24.0,24.1,24.2,24.6,23.972271,23.8450813,23.5588875,23.813282,24.41745,24.9580231,24.6400375,24.2266541,24.44925,23.7814827,23.6542854,24.5446472,24.0994644,24.8308334,24.7672348,24.3538513,24.1948624,24.5446472
2023-05-16 09:21:30,25.1,24.3000011,24.3000011,24.8000011,24.8000011,24.0,23.9,24.3000011,23.9,24.5,25.1,23.9,24.1,23.9,24.4,24.0,24.0,24.1,24.2,24.6,23.972271,23.8450813,23.5906868,23.813282,24.41745,24.9580231,24.6400375,24.2266541,24.38565,23.7814827,23.6542854,24.5446472,24.0994644,24.8308334,24.7672348,24.3538513,24.1948624,24.5446472
2023-05-16 09:21:40,25.1,24.3000011,24.3000011,24.8000011,24.8000011,24.0,23.9,24.3000011,23.9,24.5,25.1,23.9,24.1,23.9,24.4,24.0,24.1,24.1,24.2,24.6,23.972271,23.8450813,23.5906868,23.813282,24.41745,24.9580231,24.6400375,24.2266541,24.38565,23.7814827,23.6542854,24.5764389,24.0994644,24.8308334,24.7672348,24.3538513,24.1948624,24.5446472
2023-05-16 09:21:50,25.1,24.3000011,24.3000011,24.8000011,24.8000011,24.0,23.9,24.3000011,23.9,24.6,25.1,23.9,24.1,23.9,24.4,24.0,24.1,24.1,24.2,24.6,23.972271,23.8450813,23.5906868,23.813282,24.41745,24.9580231,24.6400375,24.2266541,24.38565,23.7814827,23.6542854,24.5764389,24.0994644,24.8308334,24.7672348,24.3538513,24.1948624,24.5446472
2023-05-16 09:22:00,25.1,24.3000011,24.3000011,24.8000011,24.8000011,24.0,23.9,24.3000011,23.9,24.6,25.1,23.9,24.1,23.9,24.4,24.0,24.1,24.1,24.2,24.6,23.972271,23.8450813,23.5906868,23.813282,24.41745,24.9580231,24.6400375,24.2266541,24.38565,23.7814827,23.6542854,24.5764389,24.0994644,24.8308334,24.7672348,24.3538513,24.1948624,24.5446472
2023-05-16 09:22:10,25.1,24.3000011,24.3000011,24.8000011,24.8000011,24.0,23.9,24.3000011,23.9,24.6,25.1,23.9,24.1,23.9,24.4,24.0,24.1,24.1,24.2,24.6,23.972271,23.8450813,23.5906868,23.813282,24.41745,24.9580231,24.6400375,24.2266541,24.38565,23.7814827,23.6542854,24.5764389,24.0994644,24.8308334,24.7672348,24.322052,24.1948624,24.5446472
2023-05-16 09:22:20,25.1,24.3000011,24.3000011,24.8000011,24.8000011,24.0,23.9,24.3000011,23.9,24.6,25.1,23.9,24.2,23.9,24.4,24.0,24.1,24.1,24.2,24.6,23.972271,23.8450813,23.5588875,23.813282,24.41745,25.0216217,24.6400375,24.2266541,24.38565,23.7814827,23.6542854,24.6082382,24.0994644,24.8308334,24.7672348,24.322052,24.1948624,24.5446472
2023-05-16 09:22:30,25.1,24.3000011,24.3000011,24.8000011,24.8000011,24.0,23.9,24.3000011,23.9,24.6,25.1,23.9,24.2,23.9,24.4,24.0,24.1,24.1,24.2,24.6,23.972271,23.8450813,23.5588875,23.813282,24.41745,25.0216217,24.6400375,24.2266541,24.38565,23.7814827,23.6542854,24.6082382,24.0994644,24.8626328,24.7672348,24.322052,24.1948624,24.5446472
2023-05-16 09:22:40,25.1,24.3000011,24.3000011,24.8000011,24.8000011,24.0,23.9,24.3000011,23.9,24.5,25.1,23.9,24.2,23.9,24.4,24.0,24.1,24.1,24.2,24.6,23.972271,23.8450813,23.5588875,23.813282,24.41745,25.0216217,24.6400375,24.2266541,24.38565,23.7496834,23.6542854,24.6082382,24.0994644,24.8626328,24.7672348,24.322052,24.1948624,24.5446472
2023-05-16 09:22:50,25.1,24.3000011,24.3000011,24.8000011,24.8000011,24.0,23.9,24.3000011,23.9,24.5,25.1,23.9,24.2,23.9,24.4,24.0,24.1,24.1,24.2,24.6,23.972271,23.8450813,23.5588875,23.9086723,24.41745,25.0216217,24.6400375,24.2266541,24.38565,23.7496834,23.6542854,24.6082382,24.0994644,24.8626328,24.7672348,24.322052,24.1948624,24.5446472
