collect_time,2149051_送风温度001,2149052_送风温度001,2149053_送风温度001,2149054_送风温度001,2149055_送风温度001,2149056_送风温度001,2149057_送风温度001,2149058_送风温度001,2149059_送风温度001,2149060_送风温度001,2149061_送风温度001,2149062_送风温度001,2149063_送风温度001,2149064_送风温度001,2149065_送风温度001,2149066_送风温度001,2149067_送风温度001,2149068_送风温度001,2149069_送风温度001,2149070_送风温度001,2157521_冷通道温度,2157522_冷通道温度,2157523_冷通道温度,2157524_冷通道温度,2157525_冷通道温度,2157526_冷通道温度,2157527_冷通道温度,2157528_冷通道温度,2157529_冷通道温度,2157530_冷通道温度,2157531_冷通道温度,2157532_冷通道温度,2157533_冷通道温度,2157534_冷通道温度,2157535_冷通道温度,2157536_冷通道温度,2157537_冷通道温度,2157538_冷通道温度
2023-05-22 09:22:20,24.7,23.8000011,24.1,24.6,24.5,23.7,23.7,23.7,23.6,24.6,24.9,23.8000011,23.8000011,23.6,23.6,23.6,23.6,23.9,24.1,24.3000011,23.876873,23.6860847,23.5270958,23.4634972,23.813282,25.053421,24.322052,23.8450813,24.0994644,23.5906868,23.3998985,24.44925,23.9086723,24.4810486,24.6400375,24.322052,24.5128479,24.5128479
2023-05-22 09:22:30,24.7,23.8000011,24.1,24.6,24.5,23.7,23.6,23.7,23.6,24.6,24.9,23.8000011,23.8000011,23.6,23.6,23.6,23.6,23.9,24.1,24.3000011,23.876873,23.6860847,23.5270958,23.3045,23.813282,25.053421,24.322052,23.8450813,24.0994644,23.5906868,23.3998985,24.44925,23.9086723,24.4810486,24.6400375,24.322052,24.5128479,24.5128479
2023-05-22 09:22:40,24.7,23.8000011,24.1,24.6,24.5,23.7,23.6,23.7,23.6,24.6,24.9,23.8000011,23.8000011,23.6,23.6,23.6,23.6,23.9,24.1,24.3000011,23.876873,23.6860847,23.5270958,23.3045,23.813282,25.053421,24.322052,23.8450813,24.0994644,23.5906868,23.3998985,24.44925,23.9086723,24.4810486,24.6400375,24.322052,24.5128479,24.5128479
2023-05-22 09:22:50,24.7,23.8000011,24.1,24.6,24.5,23.7,23.6,23.7,23.6,24.6,24.9,23.8000011,23.8000011,23.6,23.6,23.6,23.6,23.9,24.1,24.3000011,23.876873,23.6860847,23.5270958,23.3045,23.813282,25.053421,24.322052,23.8450813,24.0994644,23.5906868,23.3998985,24.4810486,23.9086723,24.4810486,24.6400375,24.322052,24.5128479,24.5128479
2023-05-22 09:23:00,24.7,23.8000011,24.1,24.6,24.5,23.7,23.6,23.7,23.6,24.6,24.9,23.8000011,23.8000011,23.6,23.6,23.6,23.6,23.9,24.1,24.3000011,23.876873,23.6860847,23.5270958,23.3045,23.813282,25.053421,24.322052,23.8450813,24.0994644,23.5906868,23.3998985,24.4810486,23.9086723,24.4810486,24.6400375,24.322052,24.5128479,24.5128479
2023-05-22 09:23:10,24.7,23.8000011,24.1,24.6,24.5,23.7,23.6,23.7,23.6,24.6,24.9,23.8000011,23.8000011,23.6,23.6,23.6,23.6,23.9,24.1,24.3000011,23.8450813,23.6860847,23.5270958,23.3045,23.813282,25.053421,24.322052,23.8450813,24.0994644,23.5906868,23.3998985,24.4810486,23.9086723,24.4810486,24.6400375,24.322052,24.5128479,24.5128479
2023-05-22 09:23:20,24.7,23.8000011,24.1,24.6,24.5,23.7,23.6,23.7,23.6,24.6,24.9,23.8000011,23.8000011,23.7,23.6,23.6,23.6,23.9,24.1,24.3000011,23.8450813,23.6860847,23.5270958,23.3045,23.813282,25.053421,24.322052,23.8450813,24.0994644,23.5906868,23.3998985,24.4810486,23.9086723,24.4810486,24.6400375,24.322052,24.5128479,24.5128479
2023-05-22 09:23:30,24.7,23.8000011,24.1,24.6,24.5,23.7,23.6,23.7,23.6,24.6,24.9,23.8000011,23.7,23.7,23.6,23.6,23.6,23.9,24.1,24.3000011,23.8450813,23.6860847,23.5270958,23.3045,23.813282,24.9898224,24.322052,23.8450813,24.0994644,23.5906868,23.3998985,24.4810486,23.9086723,24.4810486,24.6400375,24.322052,24.5128479,24.5128479
2023-05-22 09:23:40,24.7,23.8000011,24.1,24.6,24.5,23.7,23.6,23.8000011,23.7,24.6,24.9,23.8000011,23.7,23.7,23.5,23.6,23.6,23.9,24.1,24.3000011,23.8450813,23.6860847,23.3363,23.3045,23.813282,24.9898224,24.322052,23.8450813,24.0994644,23.5906868,23.3998985,24.4810486,23.9086723,24.4810486,24.6400375,24.322052,24.5128479,24.5128479
2023-05-22 09:23:50,24.7,23.8000011,24.1,24.6,24.5,23.7,23.6,23.8000011,23.7,24.6,24.9,23.8000011,23.7,23.7,23.5,23.6,23.6,23.9,24.1,24.3000011,23.8450813,23.6860847,23.3363,23.3045,23.813282,24.9898224,24.322052,23.8450813,24.0994644,23.5906868,23.3998985,24.4810486,23.9086723,24.4810486,24.6400375,24.322052,24.5128479,24.5128479
