collect_time,2149051_送风温度001,2149052_送风温度001,2149053_送风温度001,2149054_送风温度001,2149055_送风温度001,2149056_送风温度001,2149057_送风温度001,2149058_送风温度001,2149059_送风温度001,2149060_送风温度001,2149061_送风温度001,2149062_送风温度001,2149063_送风温度001,2149064_送风温度001,2149065_送风温度001,2149066_送风温度001,2149067_送风温度001,2149068_送风温度001,2149069_送风温度001,2149070_送风温度001,2157521_冷通道温度,2157522_冷通道温度,2157523_冷通道温度,2157524_冷通道温度,2157525_冷通道温度,2157526_冷通道温度,2157527_冷通道温度,2157528_冷通道温度,2157529_冷通道温度,2157530_冷通道温度,2157531_冷通道温度,2157532_冷通道温度,2157533_冷通道温度,2157534_冷通道温度,2157535_冷通道温度,2157536_冷通道温度,2157537_冷通道温度,2157538_冷通道温度
2023-05-26 03:59:10,24.7,24.0,23.8000011,24.7,24.7,23.8000011,24.0,23.8000011,24.0,24.1,25.2,24.0,24.0,24.2,23.8000011,24.2,24.2,23.9,24.0,24.6,24.0040665,23.876873,23.5906868,23.5588875,24.0040665,25.24421,24.41745,24.0358658,24.2902527,23.6224861,23.5906868,24.44925,23.9404716,24.44925,24.2584534,23.972271,24.0040665,23.972271
2023-05-26 03:59:20,24.7,24.0,23.8000011,24.7,24.7,23.8000011,24.0,23.8000011,24.0,24.1,25.2,24.0,24.0,24.2,23.8000011,24.2,24.2,23.9,24.0,24.6,24.0040665,23.876873,23.5906868,23.5588875,24.0040665,25.24421,24.41745,24.0358658,24.2902527,23.6224861,23.5906868,24.44925,23.9404716,24.44925,24.2584534,23.972271,24.0040665,23.972271
2023-05-26 03:59:30,24.7,24.0,23.8000011,24.7,24.7,23.8000011,24.0,23.8000011,24.0,24.1,25.1,24.0,24.0,24.2,23.8000011,24.2,24.2,23.9,24.0,24.6,24.0040665,23.876873,23.5906868,23.5588875,24.0040665,25.24421,24.41745,24.0358658,24.2902527,23.6224861,23.5906868,24.5128479,23.9404716,24.44925,24.2584534,23.972271,24.0040665,23.972271
2023-05-26 03:59:40,24.7,24.0,23.8000011,24.7,24.7,23.8000011,24.0,23.8000011,24.0,24.1,25.1,24.0,24.0,24.2,23.8000011,24.2,24.2,23.9,24.0,24.6,24.0040665,23.876873,23.5906868,23.5588875,24.0040665,25.24421,24.41745,24.0358658,24.2902527,23.6224861,23.5588875,24.5128479,23.9404716,24.44925,24.2584534,23.972271,24.0040665,23.972271
2023-05-26 03:59:50,24.7,24.0,23.8000011,24.7,24.7,23.8000011,24.0,23.8000011,24.0,24.1,25.1,24.0,24.0,24.2,23.8000011,24.2,24.2,23.9,24.0,24.6,24.0040665,23.876873,23.5906868,23.5588875,24.0040665,25.24421,24.41745,24.0358658,24.2902527,23.6224861,23.5588875,24.5128479,23.9404716,24.44925,24.2584534,23.972271,24.0040665,23.972271
2023-05-26 04:00:00,24.7,24.0,23.8000011,24.7,24.7,23.8000011,24.0,23.8000011,24.0,24.1,25.1,24.0,24.0,24.2,23.8000011,24.2,24.2,23.9,24.0,24.6,24.0040665,23.876873,23.5906868,23.5588875,24.0040665,25.24421,24.41745,24.0358658,24.2902527,23.6224861,23.5588875,24.5128479,23.9404716,24.44925,24.322052,23.972271,24.0040665,23.972271
2023-05-26 04:00:10,24.7,24.0,23.8000011,24.7,24.7,23.8000011,24.0,23.8000011,24.0,24.1,25.1,24.0,24.0,24.2,23.8000011,24.2,24.2,23.9,24.0,24.6,24.0040665,23.876873,23.5906868,23.5588875,24.0040665,25.24421,24.41745,24.0358658,24.2902527,23.6224861,23.5588875,24.5128479,23.9404716,24.44925,24.322052,23.972271,24.0040665,23.972271
2023-05-26 04:00:20,24.7,24.0,23.8000011,24.8000011,24.7,23.8000011,24.0,23.8000011,24.0,24.1,25.1,24.0,24.0,24.2,23.8000011,24.2,24.2,23.9,24.0,24.6,24.0040665,23.876873,23.5906868,23.5588875,24.0040665,25.24421,24.41745,24.0358658,24.2902527,23.6224861,23.5588875,24.5128479,23.9404716,24.44925,24.322052,23.972271,24.0040665,23.972271
2023-05-26 04:00:30,24.7,24.0,23.8000011,24.8000011,24.7,23.8000011,24.0,23.8000011,24.0,24.1,25.1,24.0,24.0,24.2,23.8000011,24.2,24.2,23.9,24.0,24.6,24.0040665,23.876873,23.5906868,23.5588875,24.0040665,25.24421,24.41745,24.0358658,24.2902527,23.6224861,23.5588875,24.5128479,23.9404716,24.44925,24.322052,23.972271,24.0040665,24.0040665
2023-05-26 04:00:40,24.7,24.0,23.8000011,24.8000011,24.7,23.8000011,24.0,23.8000011,24.0,24.1,25.1,24.0,24.0,24.2,23.8000011,24.2,24.2,23.9,24.0,24.6,24.0040665,23.876873,23.5906868,23.5588875,24.0040665,25.24421,24.41745,24.0358658,24.2902527,23.6224861,23.5588875,24.5128479,23.9404716,24.44925,24.322052,23.972271,24.0040665,24.0040665
